#,INCIDENT TITLE,INCIDENT DATE,LOCATION,DESCRIPTION,CATEGORY,APPROVED,VERIFIED
6139, "RD 1428/03 048", "2011-07-05", "MISLATA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6140, "RD 1428/03 048", "2011-07-28", "VALENCIA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6141, "RD 1428/03 048", "2011-07-28", "DON BENITO,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6142, "RD 1428/03 048", "2011-07-29", "PAMPLONA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6143, "RD 1428/03 048", "2011-07-29", "MULA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6144, "RD 1428/03 048", "2011-07-29", "TERUEL,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6145, "RD 1428/03 048", "2011-07-29", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6146, "RD 1428/03 048", "2011-07-30", "BILBAO,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6147, "RD 1428/03 048", "2011-07-31", "ZARAGOZA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6148, "RD 1428/03 048", "2011-07-31", "VALENCIA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6149, "RD 1428/03 048", "2011-07-31", "CULLERA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6150, "RD 1428/03 048", "2011-08-01", "ZARAGOZA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6151, "RD 1428/03 048", "2011-08-03", "VALENCIA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6152, "RD 1428/03 048", "2011-08-02", "VALENCIA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6153, "RD 1428/03 048", "2011-08-03", "PAMPLONA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6154, "RD 1428/03 048", "2011-08-03", "BARA�AIN,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6155, "RD 1428/03 048", "2011-08-05", "TARRAGONA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6156, "RD 1428/03 048", "2011-08-05", "VALENCIA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6157, "RD 1428/03 048", "2011-08-06", "TUDELA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6158, "RD 1428/03 048", "2011-08-07", "TUDELA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6159, "RD 1428/03 048", "2011-08-07", "ZARAGOZA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6160, "RD 1428/03 048", "2011-08-06", "ARGUI�ANO,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6161, "RD 1428/03 048", "2011-08-06", "VALENCIA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6162, "RD 1428/03 048", "2011-08-06", "PAMPLONA/IRU�A,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6163, "RD 1428/03 048", "2011-08-07", "VALENCIA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6164, "RD 1428/03 048", "2011-08-07", "VALENCIA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6165, "RD 1428/03 048", "2011-08-07", "BURGOS,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6166, "RD 1428/03 048", "2011-08-07", "ZARAGOZA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6167, "RD 1428/03 048", "2011-08-07", "POLOP,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6168, "RD 1428/03 048", "2011-08-08", "ZARANDONA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6169, "RD 1428/03 048", "2011-07-13", "LOGRO�O,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6170, "RD 1428/03 048", "2011-07-13", "PAMPLONA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6171, "RD 1428/03 048", "2011-07-14", "MONTILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6172, "RD 1428/03 048", "2011-07-14", "MURCIA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6173, "RD 1428/03 048", "2011-07-14", "LOGRO�O,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6174, "RD 1428/03 048", "2011-07-14", "GANDIA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
6175, "RD 1428/03 048", "2011-07-15", "CALAMOCHA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6176, "RD 1428/03 048", "2011-07-16", "ELCHE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6177, "RD 1428/03 048", "2011-07-16", "FUENTES DE EBRO,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
6178, "RD 1428/03 048", "2011-07-16", "BARA�AIN,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6179, "RD 1428/03 048", "2011-07-13", "ALICANTE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6180, "RD 1428/03 048", "2011-07-15", "SAN MATEO DE GALLEGO,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6181, "RD 1428/03 048", "2011-07-15", "VALENCIA,Spain", "300.00 €, 0 puntos", "RD 1428/03", YES, YES
6182, "RD 1428/03 048", "2011-07-15", "CADRETE,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
6183, "RD 1428/03 048", "2011-07-16", "FUENTES DE EBRO,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6184, "RD 1428/03 048", "2011-07-16", "BERRIOZAR,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6185, "RD 1428/03 048", "2011-07-16", "VALENCIA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6186, "RD 1428/03 048", "2011-07-17", "PAMPLONA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6187, "RD 1428/03 048", "2011-07-17", "PAMPLONA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6188, "RD 1428/03 048", "2011-07-18", "ALICANTE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6189, "RD 1428/03 048", "2011-07-18", "VILLANUEVA DE TORRE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6190, "RD 1428/03 048", "2011-07-18", "TORRENT,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6191, "RD 1428/03 048", "2011-07-19", "DONOSTIA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6192, "RD 1428/03 048", "2011-07-19", "ZARAGOZA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6193, "RD 1428/03 048", "2011-07-19", "ALBORAYA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6194, "RD 1428/03 048", "2011-07-19", "PATERNA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6195, "RD 1428/03 048", "2011-07-19", "VALENCIA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6196, "RD 1428/03 048", "2011-07-19", "ALBORAYA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6197, "RD 1428/03 048", "2011-07-20", "ALCALA DE HENARES,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6198, "RD 1428/03 048", "2011-07-21", "BURJASSOT,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6199, "RD 1428/03 048", "2011-07-22", "IRUN,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6200, "RD 1428/03 048", "2011-07-22", "DAGANZO DE ARRIBA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6201, "RD 1428/03 048", "2011-07-22", "ELCHE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6202, "RD 1428/03 048", "2011-07-22", "COSLADA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6203, "RD 1428/03 048", "2011-07-23", "ALICANTE/ALACANT,Spain", "300.00 €, 0 puntos", "RD 1428/03", YES, YES
6204, "RD 1428/03 048", "2011-07-23", "CASTEJON,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6205, "RD 1428/03 048", "2011-07-24", "LORCA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6206, "RD 1428/03 048", "2011-07-24", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6207, "RD 1428/03 048", "2011-07-24", "ZARAGOZA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6208, "RD 1428/03 048", "2011-07-26", "TERUEL,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6209, "RD 1428/03 048", "2011-07-26", "GUADALAJARA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6210, "RD 1428/03 048", "2011-07-26", "VALENCIA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6211, "RD 1428/03 048", "2011-07-26", "ALICANTE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6212, "RD 1428/03 048", "2011-07-26", "VALENCIA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6213, "RD 1428/03 048", "2011-07-27", "ALICANTE/ALACANT,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
6214, "RD 1428/03 048", "2011-07-27", "PORTUGALETE,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
6215, "RD 1428/03 048", "2011-07-28", "ZARAGOZA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6216, "RD 1428/03 048", "2011-07-29", "ZARAGOZA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6217, "RD 1428/03 048", "2011-08-12", "ZARAGOZA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6218, "RD 1428/03 048", "2011-07-29", "BILBAO,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6219, "RD 1428/03 048", "2011-07-29", "HUMANES DE MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6220, "RD 1428/03 048", "2011-07-29", "PAMPLONA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
6221, "RD 1428/03 048", "2011-07-29", "BARCELONA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6222, "RD 1428/03 048", "2011-07-30", "ZARAGOZA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6223, "RD 1428/03 048", "2011-07-30", "ALCALA DE HENARES,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6224, "RD 1428/03 048", "2011-07-30", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6225, "RD 1428/03 048", "2011-08-13", "URBANIZACION -EL ZORONGO,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6226, "RD 1428/03 048", "2011-07-31", "PORTUGALETE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6227, "RD 1428/03 048", "2011-07-31", "SAN SEBASTIAN,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6228, "RD 1428/03 048", "2011-07-31", "LOGRO�O,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6229, "RD 1428/03 048", "2011-08-16", "ALCALA DE HENARES,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6230, "RD 1428/03 048", "2011-08-21", "BURLADA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6231, "RD 1428/03 048", "2011-08-21", "ZARAGOZA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6232, "RD 1428/03 048", "2011-08-01", "ZARAGOZA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6233, "RD 1428/03 048", "2011-08-01", "ALICANTE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6234, "RD 1428/03 048", "2011-08-02", "ORIHUELA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6235, "RD 1428/03 048", "2011-08-02", "ALCOY,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6236, "RD 1428/03 048", "2011-08-24", "PAMPLONA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6237, "RD 1428/03 048", "2011-08-29", "ALBACETE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6238, "RD 1428/03 048", "2011-08-09", "ZARAGOZA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6239, "RD 1428/03 048", "2011-08-16", "ALCALA DE HENARES,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6240, "RD 1428/03 048", "2011-08-16", "ZARAGOZA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6241, "RD 1428/03 048", "2011-08-18", "LA ELIANA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6242, "RD 1428/03 048", "2011-08-18", "ALGORTA GETXO,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6243, "RD 1428/03 048", "2011-08-19", "MADRID,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6244, "RD 1428/03 048", "2011-08-20", "LIZARRAGA (ERGOIENA),Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6245, "RD 1428/03 048", "2011-08-20", "VALENCIA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6246, "RD 1428/03 048", "2011-08-20", "BARAKALDO,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6247, "RD 1428/03 048", "2011-08-20", "SUECA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6248, "RD 1428/03 048", "2011-08-21", "GODELLA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6249, "RD 1428/03 048", "2011-08-21", "VALENCIA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6250, "RD 1428/03 048", "2011-08-21", "CANET D EN BERENGUER,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6251, "RD 1428/03 048", "2011-08-22", "PAMPLONA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6252, "RD 1428/03 048", "2011-08-22", "MASSAMAGRELL,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6253, "RD 1428/03 048", "2011-08-23", "SAGUNTO EL PUERTO,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6254, "RD 1428/03 048", "2011-08-23", "BARAKALDO,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6255, "RD 1428/03 048", "2011-08-26", "ALDAIA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6256, "RD 1428/03 048", "2011-08-26", "SAGUNTO,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6257, "RD 1428/03 048", "2011-08-27", "VALENCIA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6258, "RD 1428/03 048", "2011-08-27", "LAS PALMAS G C,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6259, "RD 1428/03 048", "2011-08-31", "ALGEMESI,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6260, "RD 1428/03 048", "2011-09-01", "LA CARTUJA BAJA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6261, "RD 1428/03 048", "2011-09-04", "VALENCIA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
6262, "RD 1428/03 048", "2011-09-04", "ALCOY,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
6263, "RD 1428/03 048", "2011-09-04", "PUERTO DE MAZARRON,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6264, "RD 1428/03 048", "2011-09-06", "ALTEA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6265, "RD 1428/03 048", "2011-09-07", "LOGRO�O,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6266, "RD 1428/03 048", "2011-09-07", "SAN PEDRO PINATAR,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6267, "RD 1428/03 048", "2011-09-07", "CALANDA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6268, "RD 1428/03 048", "2011-09-08", "TORRENT,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6269, "RD 1428/03 048", "2011-09-08", "VALENCIA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6270, "RD 1428/03 048", "2011-09-09", "EL EJIDO,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6271, "RD 1428/03 048", "2011-09-11", "MAJADAHONDA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6272, "RD 1428/03 048", "2011-09-17", "ESPLUGUES DE LLOB,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6273, "RD 1428/03 048", "2011-09-01", "ALCANAR,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6274, "RD 1428/03 048", "2011-09-18", "ZARAGOZA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6275, "RD 1428/03 048", "2011-10-11", "LAS ROZAS DE MADRID,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6276, "RD 1428/03 048.1", "2011-04-23", "ALCORCON,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
6277, "RD 1428/03 048.1", "2011-06-07", "MADRID,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6278, "RD 1428/03 048.1", "2011-06-26", "GORRAIZ,Spain", "500.00 €, 6 puntos", "RD 1428/03", YES, YES
6279, "RD 1428/03 048.1", "2011-07-02", "CASETAS,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
6280, "RD 1428/03 048.1", "2011-07-06", "VALENCIA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
6281, "RD 1428/03 048.1", "2011-07-13", "VALENCIA,Spain", "600.00 €, 6 puntos", "RD 1428/03", YES, YES
6282, "RD 1428/03 048.1", "2011-07-16", "ALCA�IZ,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
6283, "RD 1428/03 048.1", "2011-07-17", "CADRETE,Spain", "400.00 €, 4 puntos", "RD 1428/03", YES, YES
6284, "RD 1428/03 048.1", "2011-07-19", "LLIRIA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6285, "RD 1428/03 048.1", "2011-07-19", "ALAGON,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6286, "RD 1428/03 048.1", "2011-07-20", "ALICANTE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6287, "RD 1428/03 048.1", "2011-07-26", "ALCALA DE LA SELVA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6288, "RD 1428/03 048.1", "2011-07-25", "VALLADOLID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6289, "RD 1428/03 048.1", "2011-08-07", "SORIA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
6290, "RD 1428/03 048.1", "2011-08-07", "TAUSTE,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
6291, "RD 1428/03 048.1", "2011-08-04", "ZARAGOZA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6292, "RD 1428/03 048.1", "2011-08-11", "VALENCIA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
6293, "RD 1428/03 048.1", "2011-08-14", "ALBAL,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6294, "RD 1428/03 048.1", "2011-08-17", "ALCALA DE HENARES,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
6295, "RD 1428/03 048.1", "2011-08-20", "FUENLABRADA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6296, "RD 1428/03 048.1", "2011-08-18", "VALENCIA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
6297, "RD 1428/03 048.1", "2011-08-19", "RAFELBU�OL,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6298, "RD 1428/03 048.1", "2011-08-26", "ZARAGOZA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6299, "RD 1428/03 048.1", "2011-08-28", "ZIZUR MAYOR,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6300, "RD 1428/03 048.1", "2011-09-01", "CORBERA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
6301, "RD 1428/03 048.1", "2011-09-18", "TORREVIEJA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
6302, "RD 1428/03 050.1", "2011-09-26", "LEGANES,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
6303, "RD 1428/03 054.1", "2011-06-19", "ALZIRA,Spain", "200.00 €, 4 puntos", "RD 1428/03", YES, YES
6304, "RD 2822/98 010.1", "2011-06-21", "ANDOSILLA,Spain", "500.00 €, 0 puntos", "RD 2822/98", YES, YES
6305, "RD 1428/03 018.2", "2011-06-29", "VALENCIA,Spain", "200.00 €, 3 puntos", "RD 1428/03", YES, YES
6306, "RD 2822/98 011.1", "2011-07-01", "LOGRO�O,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
6307, "RD 772/97 001.1", "2011-07-24", "TERUEL,Spain", "500.00 €, 0 puntos", "RD 772/97", YES, YES
6308, "RD 1428/03 167", "2011-07-25", "UTEBO,Spain", "200.00 €, 0 puntos", "RD 1428/03", YES, YES
6309, "RD 2822/98 016", "2011-07-26", "PALMA MALLORCA,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
6310, "RD 2822/98 010.1", "2011-07-26", "PALMA MALLORCA,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
6311, "RD 2822/98 019.1", "2011-07-31", "ALCALA DE HENARES,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
6312, "RD 2822/98 010.1", "2011-08-28", "ALICANTE/ALACANT,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
6313, "RDL 8/2004 003.A", "2011-08-28", "ZAMORA,Spain", "1500.00 €, 0 puntos", "RDL 8/2004", YES, YES
6314, "RD 1428/03 015.6", "2011-08-29", "PARETS DEL VALLES,Spain", "80.00 €, 0 puntos", "RD 1428/03", YES, YES
6315, "RD 2822/98 010.1", "2011-08-31", "ALGINET,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
6316, "RDL 8/2004 002.1", "2011-09-05", "LUGO,Spain", "800.00 €, 0 puntos", "RDL 8/2004", YES, YES
6317, "RD 2822/98 010.1", "2011-09-10", "MADRID,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
6318, "RDL 339/90 009.1", "2011-06-03", "TOLEDO,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
6319, "RDL 339/90 009.1", "2010-11-17", "ESTADIO ROSALEDA,Spain", "600.00 €, 0 puntos", "RDL 339/90", YES, YES
6320, "RDL 339/90 009.1", "2011-01-05", "OLIVA,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
6321, "RDL 339/90 009.1", "2010-12-15", "MADRID,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
6322, "RDL 339/90 009.1", "2011-05-25", "MANISES,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
6323, "RDL 339/90 009.1", "2011-05-25", "VALENCIA,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
6324, "RDL 339/90 009.1", "2011-05-20", "ALAGON,Spain", "1200.00 €, 0 puntos", "RDL 339/90", YES, YES
6325, "RDL 339/90 009.1", "2011-06-03", "ALMERIA,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
6326, "RDL 339/90 009.1", "2011-06-21", "BARCELONA,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
6327, "RDL 339/90 009.1", "2011-05-20", "ZARAGOZA,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
6328, "RDL 339/90 009.1", "2011-05-25", "ALGEMESI,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
6329, "RDL 339/90 009.1", "2011-05-25", "MORAIRA TEULADA,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
6330, "RDL 339/90 009.1", "2011-05-25", "JAVEA,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
6331, "RDL 339/90 009.1", "2011-06-08", "GUADALAJARA,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
6332, "RDL 339/90 009.1", "2011-07-15", "CHIVA,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
6333, "RDL 339/90 009.1", "2011-06-08", "SABI�ANIGO,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
6334, "RDL 339/90 009.1", "2011-08-16", "PEGO,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
6335, "RDL 339/90 009.1", "2011-06-14", "ZENETA,Spain", "1200.00 €, 0 puntos", "RDL 339/90", YES, YES
6336, "RDL 339/90 009.1", "2011-08-16", "ZARAGOZA,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
6337, "RDL 339/90 009.1", "2011-06-08", "SABI�ANIGO,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
6338, "RDL 339/90 009.1", "2011-06-03", "ZARAGOZA,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
6339, "RDL 339/90 009.1", "2011-06-08", "MUTXAMEL,Spain", "1200.00 €, 0 puntos", "RDL 339/90", YES, YES
6340, "RDL 339/90 009.1", "2011-09-16", "VALENCIA,Spain", "1200.00 €, 0 puntos", "RDL 339/90", YES, YES
6341, "RDL 339/90 009.1", "2011-05-27", "TAVERNES DE LA VALLDIGNA,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
6342, "RDL 339/90 009.1", "2011-06-20", "PAMPLONA,Spain", "1500.00 €, 0 puntos", "RDL 339/90", YES, YES
6343, "RDL 339/90 009.1", "2011-09-02", "CORELLA,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
6344, "RDL 339/90 009.1", "2011-09-07", "ZARAGOZA,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
6345, "RDL 339/90 009.1", "2011-09-16", "VALENCIA,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
6346, "RDL 339/90 009.1", "2011-09-16", "SAN VICENTE RASPEIG,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
6347, "RDL 339/90 009.1", "2011-08-16", "PAMPLONA,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
6348, "RDL 339/90 009.1", "2011-06-08", "GUADALAJARA,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
6349, "RDL 339/90 009.1", "2011-08-16", "ALICANTE,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
6350, "RDL 339/90 009.1", "2011-09-07", "ZARAGOZA,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
6351, "RDL 339/90 009.1", "2011-09-23", "TORRE PACHECO,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
6352, "RDL 339/90 009.1", "2011-09-16", "RAFELBU�OL,Spain", "1800.00 €, 0 puntos", "RDL 339/90", YES, YES
